date,market_id,metric_name,primary_value,comparison_value,volume,defect_rate_pct,automation_minutes_saved,quality_score,priority_score
2026-05-21,MKT-MIA,winback_drip_roi,2.588,2.584,14,3.74,60,98,58
2026-05-21,MKT-HOU,paid_search_roi,-0.112,-0.253,138,3.82,40,90,81
2026-05-21,MKT-HOU,paid_social_roi,0.196,0.095,158,3.46,80,96,39
2026-05-21,MKT-HOU,organic_social_roi,-0.378,-0.57,7,3.58,40,98,68
2026-05-21,MKT-HOU,driver_referral_roi,-0.272,-0.345,12,3.95,17,94,67
2026-05-21,MKT-HOU,rider_referral_roi,0.337,0.287,65,3.77,67,88,44
2026-05-21,MKT-HOU,vehicle_exterior_roi,3.471,3.517,341,4.28,41,87,71
2026-05-21,MKT-HOU,in_vehicle_roi,0.341,0.46,70,4.18,10,97,41
2026-05-21,MKT-HOU,welcome_drip_roi,2.233,2.168,21,3.74,33,86,74
2026-05-21,MKT-HOU,winback_drip_roi,0.851,0.95,5,3.96,48,98,47
2026-05-21,MKT-DFW,paid_search_roi,0.973,0.855,401,3.84,69,96,71
2026-05-21,MKT-DFW,paid_social_roi,-0.531,-0.368,51,4.14,41,92,61
2026-05-21,MKT-DFW,organic_social_roi,0.925,0.913,15,4.13,73,94,82
2026-05-21,MKT-DFW,driver_referral_roi,-0.024,-0.138,27,4.57,67,83,82
2026-05-21,MKT-DFW,rider_referral_roi,0.414,0.334,47,3.95,18,91,77
2026-05-21,MKT-DFW,vehicle_exterior_roi,0.602,0.526,258,4.35,61,90,63
2026-05-21,MKT-DFW,in_vehicle_roi,0.811,0.678,124,4.11,42,88,52
2026-05-21,MKT-DFW,welcome_drip_roi,0.731,0.906,9,4.54,60,92,92
2026-05-21,MKT-DFW,winback_drip_roi,0.477,0.637,6,4.46,33,93,66
2026-05-21,MKT-ATL,paid_search_roi,-0.165,-0.081,137,4.0,46,93,77
2026-05-21,MKT-ATL,paid_social_roi,-0.243,-0.101,166,4.79,51,98,80
2026-05-21,MKT-ATL,organic_social_roi,0.546,0.368,15,4.66,12,89,38
2026-05-21,MKT-ATL,driver_referral_roi,0.5,0.256,24,4.2,28,97,60
2026-05-21,MKT-ATL,rider_referral_roi,0.103,-0.132,20,4.91,66,98,56
2026-05-21,MKT-ATL,vehicle_exterior_roi,1.121,0.87,191,4.65,34,82,78
2026-05-21,MKT-ATL,in_vehicle_roi,-0.325,-0.546,32,4.26,17,97,49
2026-05-21,MKT-ATL,welcome_drip_roi,-0.416,-0.449,5,4.57,18,98,70
2026-05-21,MKT-ATL,winback_drip_roi,0.691,0.443,11,4.88,16,90,38
2026-05-21,MKT-GSO,paid_search_roi,-0.199,-0.282,120,3.41,64,93,83
2026-05-21,MKT-GSO,paid_social_roi,-0.385,-0.542,75,2.93,79,96,90
2026-05-21,MKT-GSO,organic_social_roi,-1.0,-1.21,1,3.35,24,88,92
2026-05-21,MKT-GSO,driver_referral_roi,0.005,-0.034,7,2.86,62,97,62
2026-05-21,MKT-GSO,rider_referral_roi,-0.142,-0.328,18,2.74,19,86,45
2026-05-21,MKT-GSO,vehicle_exterior_roi,-0.283,-0.304,40,3.21,33,91,52
2026-05-21,MKT-GSO,in_vehicle_roi,1.429,1.176,70,2.73,45,93,47
2026-05-21,MKT-GSO,welcome_drip_roi,-1.0,-1.041,1,2.69,9,93,37
2026-05-21,MKT-GSO,winback_drip_roi,-1.0,-0.929,1,2.9,9,88,36
2026-05-22,MKT-DC,paid_search_roi,1.858,1.637,345,1.06,36,86,52
2026-05-22,MKT-DC,paid_social_roi,1.917,1.998,442,0.61,67,90,45
2026-05-22,MKT-DC,organic_social_roi,0.575,0.353,16,0.85,58,92,69
2026-05-22,MKT-DC,driver_referral_roi,2.541,2.347,105,1.25,63,89,59
2026-05-22,MKT-DC,rider_referral_roi,1.077,1.066,70,0.79,44,93,44
2026-05-22,MKT-DC,vehicle_exterior_roi,1.02,1.133,275,1.08,63,90,46
2026-05-22,MKT-DC,in_vehicle_roi,3.6,3.755,190,1.38,24,94,61
2026-05-22,MKT-DC,welcome_drip_roi,0.041,0.191,5,1.17,68,98,75
2026-05-22,MKT-DC,winback_drip_roi,0.641,0.488,11,1.1,73,89,57
2026-05-22,MKT-BAL,paid_search_roi,0.237,0.111,139,1.69,8,94,35
2026-05-22,MKT-BAL,paid_social_roi,1.82,1.921,307,1.55,15,84,84
2026-05-22,MKT-BAL,organic_social_roi,-0.58,-0.826,2,1.48,64,88,90
2026-05-22,MKT-BAL,driver_referral_roi,-0.193,-0.185,21,1.44,11,82,47
2026-05-22,MKT-BAL,rider_referral_roi,2.676,2.85,87,1.24,11,84,64
2026-05-22,MKT-BAL,vehicle_exterior_roi,-0.095,-0.096,82,1.46,20,85,91
2026-05-22,MKT-BAL,in_vehicle_roi,0.924,0.991,63,1.61,27,96,67
2026-05-22,MKT-BAL,welcome_drip_roi,-0.022,0.126,4,0.94,15,84,50
2026-05-22,MKT-BAL,winback_drip_roi,-0.152,0.003,5,1.54,29,96,58
2026-05-22,MKT-NYC,paid_search_roi,0.459,0.316,128,2.06,60,94,63
2026-05-22,MKT-NYC,paid_social_roi,0.926,1.055,88,2.63,80,95,91
2026-05-22,MKT-NYC,organic_social_roi,-0.201,-0.277,3,2.61,28,98,39
2026-05-22,MKT-NYC,driver_referral_roi,-0.038,-0.266,9,2.07,75,96,63
2026-05-22,MKT-NYC,rider_referral_roi,1.997,2.087,76,2.89,41,89,50
2026-05-22,MKT-NYC,vehicle_exterior_roi,2.721,2.64,263,2.45,73,94,49
2026-05-22,MKT-NYC,in_vehicle_roi,3.723,3.497,75,2.31,38,85,89
2026-05-22,MKT-NYC,welcome_drip_roi,0.359,0.44,6,2.79,42,94,64
2026-05-22,MKT-NYC,winback_drip_roi,4.616,4.591,7,2.18,14,88,69
2026-05-22,MKT-MIA,paid_search_roi,0.828,0.652,172,3.15,53,94,52
2026-05-22,MKT-MIA,paid_social_roi,-0.285,-0.167,213,2.94,75,82,48
2026-05-22,MKT-MIA,organic_social_roi,-0.649,-0.694,4,2.88,60,87,73
2026-05-22,MKT-MIA,driver_referral_roi,-0.403,-0.396,29,3.28,55,93,49
2026-05-22,MKT-MIA,rider_referral_roi,0.635,0.592,32,3.51,38,91,91
2026-05-22,MKT-MIA,vehicle_exterior_roi,2.734,2.669,494,3.68,25,85,92
2026-05-22,MKT-MIA,in_vehicle_roi,2.76,2.677,331,3.39,12,89,92
2026-05-22,MKT-MIA,welcome_drip_roi,1.043,0.924,16,3.09,25,85,42
2026-05-22,MKT-MIA,winback_drip_roi,2.299,2.254,12,3.65,45,85,85
2026-05-22,MKT-HOU,paid_search_roi,0.537,0.376,306,3.5,18,90,37
2026-05-22,MKT-HOU,paid_social_roi,2.188,2.356,503,3.48,12,97,77
2026-05-22,MKT-HOU,organic_social_roi,1.177,1.257,10,3.62,72,96,41
2026-05-22,MKT-HOU,driver_referral_roi,1.342,1.168,66,3.6,11,88,45
2026-05-22,MKT-HOU,rider_referral_roi,0.187,0.154,47,3.89,39,85,88
2026-05-22,MKT-HOU,vehicle_exterior_roi,-0.065,-0.241,52,4.15,10,95,65
2026-05-22,MKT-HOU,in_vehicle_roi,0.843,0.853,184,4.08,74,91,63
2026-05-22,MKT-HOU,welcome_drip_roi,-0.692,-0.59,2,3.92,50,91,38
2026-05-22,MKT-HOU,winback_drip_roi,1.214,0.951,12,3.47,24,91,41
2026-05-22,MKT-DFW,paid_search_roi,0.609,0.681,288,3.79,59,98,61
2026-05-22,MKT-DFW,paid_social_roi,-0.433,-0.337,120,3.74,8,92,45
2026-05-22,MKT-DFW,organic_social_roi,-0.605,-0.785,5,3.89,43,86,74
2026-05-22,MKT-DFW,driver_referral_roi,0.426,0.509,39,3.73,75,92,36
2026-05-22,MKT-DFW,rider_referral_roi,-0.016,-0.117,37,3.93,63,85,94
2026-05-22,MKT-DFW,vehicle_exterior_roi,-0.434,-0.375,77,4.07,68,90,39
2026-05-22,MKT-DFW,in_vehicle_roi,3.093,2.916,142,3.97,63,91,73
2026-05-22,MKT-DFW,welcome_drip_roi,0.409,0.343,4,4.64,33,85,77
2026-05-22,MKT-DFW,winback_drip_roi,-1.0,-0.851,2,3.69,56,86,59
2026-05-22,MKT-ATL,paid_search_roi,-0.355,-0.35,92,4.21,59,96,45
2026-05-22,MKT-ATL,paid_social_roi,-0.445,-0.607,83,4.69,47,86,95
2026-05-22,MKT-ATL,organic_social_roi,-1.0,-1.034,1,4.0,49,88,57
2026-05-22,MKT-ATL,driver_referral_roi,0.093,0.285,25,4.84,16,98,40
2026-05-22,MKT-ATL,rider_referral_roi,-0.309,-0.198,29,4.86,27,88,63
2026-05-22,MKT-ATL,vehicle_exterior_roi,0.867,0.708,115,4.64,46,91,79
2026-05-22,MKT-ATL,in_vehicle_roi,-0.666,-0.728,19,4.07,56,98,82
2026-05-22,MKT-ATL,welcome_drip_roi,-1.0,-1.244,1,4.65,16,89,62
2026-05-22,MKT-ATL,winback_drip_roi,0.281,0.142,4,4.19,25,97,51
2026-05-22,MKT-GSO,paid_search_roi,0.368,0.235,106,2.74,47,98,89
2026-05-22,MKT-GSO,paid_social_roi,-0.407,-0.476,136,2.82,54,94,57
2026-05-22,MKT-GSO,organic_social_roi,-0.423,-0.428,4,2.55,8,94,91
2026-05-22,MKT-GSO,driver_referral_roi,-0.404,-0.278,16,3.41,61,84,55
2026-05-22,MKT-GSO,rider_referral_roi,1.052,1.187,23,2.54,56,83,47
2026-05-22,MKT-GSO,vehicle_exterior_roi,-0.667,-0.62,26,2.71,32,86,48
2026-05-22,MKT-GSO,in_vehicle_roi,-0.03,-0.032,47,2.9,40,92,73
2026-05-22,MKT-GSO,welcome_drip_roi,0.803,0.984,3,3.22,13,92,45
2026-05-22,MKT-GSO,winback_drip_roi,-0.209,-0.461,2,2.86,31,93,58
2026-05-23,MKT-DC,paid_search_roi,1.578,1.568,535,1.14,72,83,84
2026-05-23,MKT-DC,paid_social_roi,1.631,1.397,367,1.28,23,87,48
2026-05-23,MKT-DC,organic_social_roi,-0.434,-0.276,5,0.68,74,83,54
2026-05-23,MKT-DC,driver_referral_roi,0.572,0.548,38,1.08,27,95,91
2026-05-23,MKT-DC,rider_referral_roi,1.886,2.013,63,0.64,44,93,38
2026-05-23,MKT-DC,vehicle_exterior_roi,0.988,0.933,262,1.26,61,87,48
2026-05-23,MKT-DC,in_vehicle_roi,0.363,0.504,82,0.73,68,94,61
2026-05-23,MKT-DC,welcome_drip_roi,1.412,1.23,9,1.0,67,92,73
2026-05-23,MKT-DC,winback_drip_roi,2.191,2.172,10,1.08,31,97,47
2026-05-23,MKT-BAL,paid_search_roi,0.957,0.705,204,0.98,66,84,39
2026-05-23,MKT-BAL,paid_social_roi,1.301,1.469,301,1.27,36,95,56
2026-05-23,MKT-BAL,organic_social_roi,-1.0,-1.091,1,1.6,9,82,62
2026-05-23,MKT-BAL,driver_referral_roi,-0.01,0.109,28,0.86,9,98,62
2026-05-23,MKT-BAL,rider_referral_roi,0.083,0.094,16,1.68,37,93,47
2026-05-23,MKT-BAL,vehicle_exterior_roi,0.077,-0.059,123,1.37,48,97,43
2026-05-23,MKT-BAL,in_vehicle_roi,1.398,1.301,98,1.75,20,96,56
2026-05-23,MKT-BAL,welcome_drip_roi,0.619,0.635,6,1.47,36,83,57
2026-05-23,MKT-BAL,winback_drip_roi,0.648,0.715,9,1.75,24,82,64
2026-05-23,MKT-NYC,paid_search_roi,1.17,1.057,195,2.02,48,94,63
2026-05-23,MKT-NYC,paid_social_roi,0.645,0.557,233,1.98,80,86,91
2026-05-23,MKT-NYC,organic_social_roi,-0.769,-0.838,4,2.27,77,87,72
2026-05-23,MKT-NYC,driver_referral_roi,1.142,1.148,36,2.66,12,88,56
2026-05-23,MKT-NYC,rider_referral_roi,1.794,1.576,44,2.23,12,84,47
2026-05-23,MKT-NYC,vehicle_exterior_roi,0.641,0.826,57,2.81,44,98,83
2026-05-23,MKT-NYC,in_vehicle_roi,2.681,2.616,225,2.29,29,96,73
2026-05-23,MKT-NYC,welcome_drip_roi,-0.379,-0.481,2,1.97,18,96,78
2026-05-23,MKT-NYC,winback_drip_roi,2.182,1.943,7,2.65,77,94,50
2026-05-23,MKT-MIA,paid_search_roi,0.077,0.166,204,3.46,19,91,77
2026-05-23,MKT-MIA,paid_social_roi,1.666,1.524,636,3.18,18,84,56
2026-05-23,MKT-MIA,organic_social_roi,-0.096,-0.157,7,3.54,35,82,93
2026-05-23,MKT-MIA,driver_referral_roi,1.657,1.553,46,3.07,72,85,91
2026-05-23,MKT-MIA,rider_referral_roi,1.356,1.34,66,2.95,15,92,47
2026-05-23,MKT-MIA,vehicle_exterior_roi,1.882,1.691,369,2.99,54,88,85
2026-05-23,MKT-MIA,in_vehicle_roi,0.081,0.14,74,3.63,13,90,88
2026-05-23,MKT-MIA,welcome_drip_roi,0.506,0.276,17,3.11,70,87,67
2026-05-23,MKT-MIA,winback_drip_roi,-0.346,-0.45,6,3.08,69,85,86
2026-05-23,MKT-HOU,paid_search_roi,0.572,0.767,168,4.06,45,82,68
2026-05-23,MKT-HOU,paid_social_roi,0.066,0.103,155,3.5,59,84,36
2026-05-23,MKT-HOU,organic_social_roi,0.265,0.36,7,4.01,19,88,78
2026-05-23,MKT-HOU,driver_referral_roi,-0.596,-0.686,17,4.12,22,86,81
2026-05-23,MKT-HOU,rider_referral_roi,0.994,1.118,29,3.69,78,84,78
2026-05-23,MKT-HOU,vehicle_exterior_roi,0.504,0.567,261,4.37,39,96,95
2026-05-23,MKT-HOU,in_vehicle_roi,2.04,2.086,105,3.63,12,82,87
2026-05-23,MKT-HOU,welcome_drip_roi,0.545,0.313,14,4.19,75,85,53
2026-05-23,MKT-HOU,winback_drip_roi,0.047,0.126,8,3.53,27,93,81
2026-05-23,MKT-DFW,paid_search_roi,-0.553,-0.424,58,3.76,38,82,56
2026-05-23,MKT-DFW,paid_social_roi,-0.299,-0.256,125,4.63,15,94,84
2026-05-23,MKT-DFW,organic_social_roi,-0.183,-0.057,11,3.97,49,83,94
2026-05-23,MKT-DFW,driver_referral_roi,-0.018,-0.227,48,4.41,41,83,80
2026-05-23,MKT-DFW,rider_referral_roi,0.644,0.672,92,4.29,23,93,71
2026-05-23,MKT-DFW,vehicle_exterior_roi,0.168,-0.089,208,4.31,13,85,75
2026-05-23,MKT-DFW,in_vehicle_roi,0.556,0.507,195,4.59,57,84,35
2026-05-23,MKT-DFW,welcome_drip_roi,-0.013,-0.139,4,4.19,52,82,54
2026-05-23,MKT-DFW,winback_drip_roi,-0.287,-0.395,5,4.5,62,92,83
2026-05-23,MKT-ATL,paid_search_roi,-0.617,-0.896,60,4.29,44,86,89
2026-05-23,MKT-ATL,paid_social_roi,-0.259,-0.433,124,4.2,49,94,67
2026-05-23,MKT-ATL,organic_social_roi,-0.682,-0.485,6,4.4,77,92,36
2026-05-23,MKT-ATL,driver_referral_roi,1.512,1.338,70,4.03,18,88,40
2026-05-23,MKT-ATL,rider_referral_roi,-0.438,-0.309,17,4.42,67,96,88
2026-05-23,MKT-ATL,vehicle_exterior_roi,-0.138,-0.246,35,4.34,52,86,67
2026-05-23,MKT-ATL,in_vehicle_roi,0.625,0.576,215,4.61,39,95,94
2026-05-23,MKT-ATL,welcome_drip_roi,-0.681,-0.811,3,4.07,55,93,92
2026-05-23,MKT-ATL,winback_drip_roi,0.432,0.305,7,4.02,43,90,77
2026-05-23,MKT-GSO,paid_search_roi,0.07,-0.157,39,2.83,63,87,59
2026-05-23,MKT-GSO,paid_social_roi,-0.777,-0.761,44,3.09,69,94,86
2026-05-23,MKT-GSO,organic_social_roi,-0.722,-0.922,4,2.67,42,89,87
2026-05-23,MKT-GSO,driver_referral_roi,-0.526,-0.482,7,3.02,19,96,82
2026-05-23,MKT-GSO,rider_referral_roi,0.53,0.533,36,3.44,22,89,38
2026-05-23,MKT-GSO,vehicle_exterior_roi,-0.744,-0.977,14,2.51,59,90,65
2026-05-23,MKT-GSO,in_vehicle_roi,0.514,0.681,43,3.14,28,84,50
2026-05-23,MKT-GSO,welcome_drip_roi,-1.0,-1.088,1,2.86,36,88,65
2026-05-23,MKT-GSO,winback_drip_roi,-1.0,-1.016,0,2.79,77,86,79
2026-05-24,MKT-DC,paid_search_roi,0.313,0.495,123,1.28,32,89,71
2026-05-24,MKT-DC,paid_social_roi,1.414,1.138,638,0.75,80,89,88
2026-05-24,MKT-DC,organic_social_roi,0.097,0.069,8,0.55,27,82,86
2026-05-24,MKT-DC,driver_referral_roi,1.55,1.709,35,0.48,8,88,74
2026-05-24,MKT-DC,rider_referral_roi,0.845,0.836,46,1.17,62,91,66
2026-05-24,MKT-DC,vehicle_exterior_roi,1.121,1.119,194,0.42,72,89,52
2026-05-24,MKT-DC,in_vehicle_roi,-0.164,-0.429,60,0.97,22,87,47
2026-05-24,MKT-DC,welcome_drip_roi,-0.099,0.047,2,1.05,18,83,85
2026-05-24,MKT-DC,winback_drip_roi,0.969,0.982,6,0.45,61,85,53
2026-05-24,MKT-BAL,paid_search_roi,-0.274,-0.162,131,0.9,76,91,45
2026-05-24,MKT-BAL,paid_social_roi,1.953,1.929,440,1.2,47,97,52
2026-05-24,MKT-BAL,organic_social_roi,-0.732,-0.703,3,1.14,18,86,42
2026-05-24,MKT-BAL,driver_referral_roi,0.275,0.286,18,0.9,60,82,92
2026-05-24,MKT-BAL,rider_referral_roi,-0.29,-0.197,13,1.51,65,85,86
2026-05-24,MKT-BAL,vehicle_exterior_roi,-0.363,-0.504,25,1.58,9,94,46
2026-05-24,MKT-BAL,in_vehicle_roi,3.908,3.781,118,1.17,45,88,80
2026-05-24,MKT-BAL,welcome_drip_roi,2.528,2.362,9,1.72,71,96,57
2026-05-24,MKT-BAL,winback_drip_roi,1.355,1.233,7,0.92,70,87,82
2026-05-24,MKT-NYC,paid_search_roi,0.604,0.674,75,2.54,33,83,53
2026-05-24,MKT-NYC,paid_social_roi,1.636,1.609,172,1.92,34,94,87
2026-05-24,MKT-NYC,organic_social_roi,-0.298,-0.157,6,2.16,18,95,88
2026-05-24,MKT-NYC,driver_referral_roi,0.355,0.216,17,1.98,26,88,76
2026-05-24,MKT-NYC,rider_referral_roi,-0.195,-0.386,22,2.73,59,86,75
2026-05-24,MKT-NYC,vehicle_exterior_roi,0.729,0.824,83,1.98,48,98,80
2026-05-24,MKT-NYC,in_vehicle_roi,0.017,0.152,57,2.0,37,86,36
2026-05-24,MKT-NYC,welcome_drip_roi,0.93,0.937,3,2.16,17,93,60
2026-05-24,MKT-NYC,winback_drip_roi,-0.133,-0.134,6,2.81,24,84,52
2026-05-24,MKT-MIA,paid_search_roi,0.046,0.051,195,3.78,53,98,61
2026-05-24,MKT-MIA,paid_social_roi,0.552,0.559,157,2.93,32,96,92
2026-05-24,MKT-MIA,organic_social_roi,0.375,0.454,17,3.63,53,97,48
2026-05-24,MKT-MIA,driver_referral_roi,0.739,0.649,95,3.22,80,84,39
2026-05-24,MKT-MIA,rider_referral_roi,0.837,0.715,84,3.49,55,98,59
2026-05-24,MKT-MIA,vehicle_exterior_roi,0.276,0.415,126,2.85,75,96,50
2026-05-24,MKT-MIA,in_vehicle_roi,1.277,1.055,122,3.26,46,98,35
2026-05-24,MKT-MIA,welcome_drip_roi,-0.13,-0.153,8,3.64,57,91,49
2026-05-24,MKT-MIA,winback_drip_roi,0.735,0.742,15,3.1,76,96,84
2026-05-24,MKT-HOU,paid_search_roi,0.219,0.01,244,4.33,8,82,75
2026-05-24,MKT-HOU,paid_social_roi,0.317,0.359,210,3.44,53,88,62
2026-05-24,MKT-HOU,organic_social_roi,-0.684,-0.487,5,3.84,17,89,59
2026-05-24,MKT-HOU,driver_referral_roi,0.563,0.674,31,3.96,27,83,35
2026-05-24,MKT-HOU,rider_referral_roi,-0.729,-0.805,15,3.93,10,93,37
2026-05-24,MKT-HOU,vehicle_exterior_roi,-0.035,-0.07,215,3.75,45,85,38
2026-05-24,MKT-HOU,in_vehicle_roi,0.044,0.025,100,3.42,70,86,44
2026-05-24,MKT-HOU,welcome_drip_roi,0.463,0.193,7,3.9,12,94,93
2026-05-24,MKT-HOU,winback_drip_roi,-0.015,0.16,5,3.82,43,91,53
2026-05-24,MKT-DFW,paid_search_roi,-0.498,-0.448,47,3.74,25,86,44
2026-05-24,MKT-DFW,paid_social_roi,0.005,-0.052,100,3.97,16,98,54
2026-05-24,MKT-DFW,organic_social_roi,-0.804,-0.779,3,4.39,20,91,82
2026-05-24,MKT-DFW,driver_referral_roi,1.667,1.57,47,3.85,57,97,89
2026-05-24,MKT-DFW,rider_referral_roi,-0.18,-0.448,24,3.93,38,84,82
2026-05-24,MKT-DFW,vehicle_exterior_roi,0.062,-0.201,121,4.38,79,97,36
2026-05-24,MKT-DFW,in_vehicle_roi,-0.569,-0.623,59,3.71,18,90,70
2026-05-24,MKT-DFW,welcome_drip_roi,2.401,2.192,10,3.74,8,98,60
2026-05-24,MKT-DFW,winback_drip_roi,-0.084,-0.042,2,4.52,76,84,68
2026-05-24,MKT-ATL,paid_search_roi,-0.189,-0.34,72,4.01,48,97,81
2026-05-24,MKT-ATL,paid_social_roi,-0.471,-0.571,99,4.09,54,85,94
2026-05-24,MKT-ATL,organic_social_roi,-0.423,-0.349,6,4.42,15,86,95
2026-05-24,MKT-ATL,driver_referral_roi,-0.59,-0.686,11,4.2,52,94,89
2026-05-24,MKT-ATL,rider_referral_roi,0.027,-0.183,26,4.64,22,96,70
2026-05-24,MKT-ATL,vehicle_exterior_roi,0.512,0.242,100,4.69,30,88,53
2026-05-24,MKT-ATL,in_vehicle_roi,-0.232,-0.186,59,4.23,49,84,64
2026-05-24,MKT-ATL,welcome_drip_roi,1.768,1.658,12,4.55,21,91,86
2026-05-24,MKT-ATL,winback_drip_roi,-0.139,-0.289,5,4.56,8,92,53
2026-05-24,MKT-GSO,paid_search_roi,-0.021,0.04,144,2.55,51,82,64
2026-05-24,MKT-GSO,paid_social_roi,-0.421,-0.293,96,3.18,51,97,93
2026-05-24,MKT-GSO,organic_social_roi,-0.733,-0.56,3,2.75,29,87,58
2026-05-24,MKT-GSO,driver_referral_roi,-0.339,-0.329,14,3.22,60,89,35
2026-05-24,MKT-GSO,rider_referral_roi,0.182,0.03,18,3.4,43,87,39
2026-05-24,MKT-GSO,vehicle_exterior_roi,-0.148,-0.386,71,3.13,15,88,84
2026-05-24,MKT-GSO,in_vehicle_roi,0.223,0.408,50,3.42,51,92,70
2026-05-24,MKT-GSO,welcome_drip_roi,-0.216,-0.318,4,3.06,53,88,95
2026-05-24,MKT-GSO,winback_drip_roi,-0.181,-0.219,4,3.43,25,85,43
2026-05-25,MKT-DC,paid_search_roi,1.733,1.468,414,0.44,40,88,44
2026-05-25,MKT-DC,paid_social_roi,2.864,2.815,641,1.14,15,83,86
2026-05-25,MKT-DC,organic_social_roi,1.034,0.867,18,0.61,42,93,72
2026-05-25,MKT-DC,driver_referral_roi,0.278,0.395,40,0.86,62,89,87
2026-05-25,MKT-DC,rider_referral_roi,-0.485,-0.669,17,0.69,58,87,53
2026-05-25,MKT-DC,vehicle_exterior_roi,1.244,1.303,289,0.42,31,98,84
2026-05-25,MKT-DC,in_vehicle_roi,-0.187,-0.4,60,0.94,59,96,88
2026-05-25,MKT-DC,welcome_drip_roi,0.254,0.038,9,1.05,29,89,41
2026-05-25,MKT-DC,winback_drip_roi,-1.0,-1.028,2,0.43,64,83,37
2026-05-25,MKT-BAL,paid_search_roi,-0.278,-0.124,64,1.23,26,90,40
2026-05-25,MKT-BAL,paid_social_roi,1.197,1.073,253,1.39,47,84,57
2026-05-25,MKT-BAL,organic_social_roi,-0.535,-0.721,2,1.03,24,90,90
2026-05-25,MKT-BAL,driver_referral_roi,0.691,0.819,40,1.37,18,86,72
2026-05-25,MKT-BAL,rider_referral_roi,-0.124,-0.092,18,0.85,63,86,83
2026-05-25,MKT-BAL,vehicle_exterior_roi,0.366,0.454,165,1.65,19,84,45
2026-05-25,MKT-BAL,in_vehicle_roi,1.98,2.046,63,1.3,71,93,63
2026-05-25,MKT-BAL,welcome_drip_roi,-1.0,-0.958,1,0.95,70,98,58
2026-05-25,MKT-BAL,winback_drip_roi,0.081,0.24,3,1.47,55,82,77
2026-05-25,MKT-NYC,paid_search_roi,2.731,2.716,402,2.86,68,91,39
2026-05-25,MKT-NYC,paid_social_roi,0.783,0.518,128,2.08,34,83,72
2026-05-25,MKT-NYC,organic_social_roi,1.01,1.146,13,2.02,33,90,43
2026-05-25,MKT-NYC,driver_referral_roi,2.553,2.39,47,2.11,75,87,65
2026-05-25,MKT-NYC,rider_referral_roi,0.252,0.03,10,2.05,64,88,93
2026-05-25,MKT-NYC,vehicle_exterior_roi,0.725,0.713,92,2.26,75,98,89
2026-05-25,MKT-NYC,in_vehicle_roi,0.91,0.887,84,2.39,33,86,68
2026-05-25,MKT-NYC,welcome_drip_roi,-0.212,-0.348,4,2.46,38,94,82
2026-05-25,MKT-NYC,winback_drip_roi,1.41,1.559,10,2.07,23,82,65
2026-05-25,MKT-MIA,paid_search_roi,0.686,0.658,241,2.92,36,95,50
2026-05-25,MKT-MIA,paid_social_roi,-0.235,-0.11,206,3.61,65,98,46
2026-05-25,MKT-MIA,organic_social_roi,0.369,0.282,11,3.34,71,84,83
2026-05-25,MKT-MIA,driver_referral_roi,-0.356,-0.251,31,2.94,41,89,53
2026-05-25,MKT-MIA,rider_referral_roi,0.267,0.05,29,3.31,35,91,48
2026-05-25,MKT-MIA,vehicle_exterior_roi,3.087,2.871,287,3.11,48,93,84
2026-05-25,MKT-MIA,in_vehicle_roi,0.195,-0.0,51,3.54,60,89,51
2026-05-25,MKT-MIA,welcome_drip_roi,1.772,1.731,15,3.17,68,93,54
2026-05-25,MKT-MIA,winback_drip_roi,2.157,2.094,12,3.32,11,90,67
2026-05-25,MKT-HOU,paid_search_roi,-0.177,-0.326,184,4.3,41,89,95
2026-05-25,MKT-HOU,paid_social_roi,-0.672,-0.922,74,3.96,45,83,85
2026-05-25,MKT-HOU,organic_social_roi,0.428,0.149,15,3.68,42,97,74
2026-05-25,MKT-HOU,driver_referral_roi,0.47,0.254,78,3.61,45,83,71
2026-05-25,MKT-HOU,rider_referral_roi,-0.245,-0.477,23,3.61,54,90,95
2026-05-25,MKT-HOU,vehicle_exterior_roi,0.605,0.506,312,3.91,49,83,62
2026-05-25,MKT-HOU,in_vehicle_roi,2.593,2.351,160,3.76,41,83,51
2026-05-25,MKT-HOU,welcome_drip_roi,1.661,1.765,7,3.49,57,97,63
2026-05-25,MKT-HOU,winback_drip_roi,0.869,0.858,8,3.91,9,84,94
2026-05-25,MKT-DFW,paid_search_roi,-0.423,-0.694,103,4.27,9,84,49
2026-05-25,MKT-DFW,paid_social_roi,0.77,0.697,202,3.92,14,82,54
2026-05-25,MKT-DFW,organic_social_roi,-0.593,-0.815,2,3.67,47,90,78
2026-05-25,MKT-DFW,driver_referral_roi,-0.093,-0.196,19,3.76,77,94,87
2026-05-25,MKT-DFW,rider_referral_roi,-0.735,-0.708,12,4.22,71,98,63
2026-05-25,MKT-DFW,vehicle_exterior_roi,0.456,0.54,320,4.39,78,95,47
2026-05-25,MKT-DFW,in_vehicle_roi,1.883,1.808,136,4.22,38,98,35
2026-05-25,MKT-DFW,welcome_drip_roi,0.081,0.038,5,3.9,53,94,82
2026-05-25,MKT-DFW,winback_drip_roi,-0.467,-0.451,4,4.16,20,90,93
2026-05-25,MKT-ATL,paid_search_roi,-0.273,-0.082,223,4.43,61,96,84
2026-05-25,MKT-ATL,paid_social_roi,-0.285,-0.389,158,4.02,46,94,46
2026-05-25,MKT-ATL,organic_social_roi,-0.241,-0.381,7,4.7,65,85,74
